Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(WebDev.WebServer40)\# of Exceps Thrown / sec,\.NET CLR Memory(WebDev.WebServer40)\# Bytes in all Heaps,\.NET CLR Memory(WebDev.WebServer40)\# Total committed bytes,\.NET CLR Memory(WebDev.WebServer40)\# Gen 0 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 1 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 2 Collections,\.NET CLR Memory(WebDev.WebServer40)\% Time in GC,\Process(WebDev.WebServer40)\% Processor Time,\Process(WebDev.WebServer40)\% Privileged Time,\Process(WebDev.WebServer40)\% User Time,\Process(WebDev.WebServer40)\Private Bytes,\.NET CLR LocksAndThreads(WebDev.WebServer40)\Contention Rate / sec,\Process(WebDev.WebServer40)\Working Set,
270,"AutoMark","187,078.67",13,1,5,7,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
271,"AutoMark","188,080.53",8,0,3,4,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
272,"AutoMark","188,582.59",6,0,1,6,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
273,"AutoMark","189,589.63",8,0,3,4,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
274,"AutoMark","190,591.68",11,0,2,8,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
275,"AutoMark","191,093.71",4,0,2,4,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
276,"AutoMark","191,596.62",9,0,4,4,0,"67,435,736","73,449,472","3,625",943,33,3,0,0,0,"202,752,000",0,"233,218,048",
277,"AutoMark","192,113.69",39,54,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,"AutoMark","192,695.73",32,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,"AutoMark","193,224.78",21,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4,294,967,295","End of Program","193,224.78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
