Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(WebDev.WebServer40)\# of Exceps Thrown / sec,\.NET CLR Memory(WebDev.WebServer40)\# Bytes in all Heaps,\.NET CLR Memory(WebDev.WebServer40)\# Total committed bytes,\.NET CLR Memory(WebDev.WebServer40)\# Gen 0 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 1 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 2 Collections,\.NET CLR Memory(WebDev.WebServer40)\% Time in GC,\Process(WebDev.WebServer40)\% Processor Time,\Process(WebDev.WebServer40)\% Privileged Time,\Process(WebDev.WebServer40)\% User Time,\Process(WebDev.WebServer40)\Private Bytes,\.NET CLR LocksAndThreads(WebDev.WebServer40)\Contention Rate / sec,\Process(WebDev.WebServer40)\Working Set,
383,"AutoMark","278,828.95",1,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
384,"AutoMark","279,344.07",6,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
385,"AutoMark","280,346.04",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
386,"AutoMark","281,348.11",4,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
387,"AutoMark","282,350.13",5,0,0,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
388,"AutoMark","282,852.18",1,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
389,"AutoMark","283,854.28",9,5,3,6,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
390,"AutoMark","284,856.26",17,19,2,14,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
391,"AutoMark","285,858.38",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
392,"AutoMark","286,360.33",4,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
393,"AutoMark","287,371.47",7,0,3,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
394,"AutoMark","287,873.44",0,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
395,"AutoMark","288,875.51",2,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
396,"AutoMark","289,391.53",4,0,0,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
397,"AutoMark","290,392.58",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
398,"AutoMark","291,394.64",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
399,"AutoMark","292,396.72",4,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
400,"AutoMark","292,898.73",2,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
401,"AutoMark","293,899.78",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
402,"AutoMark","294,901.86",4,0,2,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
403,"AutoMark","295,903.89",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
404,"AutoMark","296,405.95",4,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
405,"AutoMark","296,907.97",0,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
406,"AutoMark","297,410.00",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
407,"AutoMark","298,412.06",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
408,"AutoMark","299,415.10",3,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
409,"AutoMark","299,930.13",5,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
410,"AutoMark","300,931.20",1,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
411,"AutoMark","301,933.21",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
412,"AutoMark","302,935.30",3,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
413,"AutoMark","303,937.34",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
414,"AutoMark","304,939.41",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
415,"AutoMark","305,442.45",1,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
416,"AutoMark","306,444.51",6,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
417,"AutoMark","307,446.57",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
418,"AutoMark","308,448.62",3,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
419,"AutoMark","308,950.65",0,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
420,"AutoMark","309,951.71",2,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
421,"AutoMark","310,465.76",5,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
422,"AutoMark","311,466.83",1,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
423,"AutoMark","311,968.83",2,0,0,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
424,"AutoMark","312,970.89",3,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
425,"AutoMark","313,972.95",1,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
426,"AutoMark","314,974.01",2,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,800,640",0,"240,328,704",
427,"AutoMark","315,475.02",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
428,"AutoMark","316,476.41",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
429,"AutoMark","317,478.14",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
430,"AutoMark","317,980.18",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
431,"AutoMark","318,481.22",0,0,0,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
432,"AutoMark","318,983.23",4,0,2,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,747,392",0,"240,300,032",
433,"AutoMark","319,984.31",1,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
434,"AutoMark","320,498.32",6,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
435,"AutoMark","321,500.36",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
436,"AutoMark","322,502.43",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
437,"AutoMark","323,503.48",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
438,"AutoMark","324,005.52",3,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,690,048",0,"240,263,168",
439,"AutoMark","325,008.58",6,0,2,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
440,"AutoMark","326,012.61",4,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
441,"AutoMark","326,514.67",6,0,2,5,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
442,"AutoMark","327,016.77",4,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
443,"AutoMark","328,018.74",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
444,"AutoMark","329,020.79",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
445,"AutoMark","329,522.82",5,0,0,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
446,"AutoMark","330,024.87",0,1,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
447,"AutoMark","330,538.83",8,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
448,"AutoMark","331,040.92",11,0,3,10,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
449,"AutoMark","331,542.97",6,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
450,"AutoMark","332,545.04",4,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
451,"AutoMark","333,547.05",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"210,636,800",0,"240,238,592",
452,"AutoMark","334,549.12",7,0,2,6,0,"67,147,748","75,501,568","1,455",327,18,0,26,3,23,"231,530,496",0,"241,610,752",
453,"AutoMark","335,088.68",30,1,2,27,0,"66,035,060","78,254,080","1,472",344,18,8,208,0,208,"226,672,640",0,"241,909,760",
454,"AutoMark","335,641.12",25,0,0,26,0,"66,080,500","78,254,080","1,487",359,18,2,197,0,197,"219,836,416",0,"241,393,664",
455,"AutoMark","336,227.17",19,0,0,17,0,"66,039,668","78,254,080","1,493",365,18,0,103,5,98,"214,704,128",0,"241,102,848",
456,"AutoMark","336,734.31",15,1,1,15,0,"66,035,060","78,254,080","1,497",369,18,3,98,3,95,"214,704,128",0,"241,102,848",
457,"AutoMark","337,256.22",16,0,1,13,0,"66,035,060","78,254,080","1,502",374,18,0,104,0,104,"214,745,088",0,"241,192,960",
458,"AutoMark","337,789.25",16,0,0,14,0,"66,035,060","78,254,080","1,506",378,18,0,96,0,96,"214,745,088",0,"241,192,960",
459,"AutoMark","338,301.34",13,0,1,12,0,"66,035,060","78,254,080","1,511",383,18,0,100,0,100,"214,745,088",0,"241,192,960",
460,"AutoMark","338,813.34",14,0,1,13,0,"66,035,060","78,254,080","1,515",387,18,0,118,0,118,"214,745,088",0,"241,192,960",
461,"AutoMark","339,421.37",15,0,0,14,0,"66,035,060","78,254,080","1,520",392,18,0,84,0,84,"214,745,088",0,"241,192,960",
462,"AutoMark","339,934.39",15,0,1,14,0,"66,035,060","78,254,080","1,525",397,18,0,97,0,97,"214,745,088",0,"241,192,960",
463,"AutoMark","340,945.55",15,0,0,15,0,"66,035,060","78,254,080","1,534",406,18,0,101,0,101,"214,745,088",0,"241,192,960",
464,"AutoMark","341,469.51",17,0,0,15,0,"66,035,060","78,254,080","1,539",411,18,0,98,0,98,"214,745,088",0,"241,192,960",
465,"AutoMark","341,982.53",13,0,0,13,0,"66,035,060","78,254,080","1,543",415,18,0,100,0,100,"214,745,088",0,"241,192,960",
466,"AutoMark","342,494.56",13,0,1,12,0,"66,035,880","75,636,736","1,547",418,18,3,100,3,97,"212,127,744",0,"238,600,192",
467,"AutoMark","343,005.60",13,0,1,13,0,"66,036,100","75,636,736","1,552",418,18,0,94,0,94,"212,127,744",0,"238,600,192",
468,"AutoMark","344,017.67",15,0,0,13,0,"66,036,496","75,636,736","1,561",418,18,1,101,1,100,"212,127,744",0,"238,600,192",
469,"AutoMark","344,541.71",14,0,1,13,0,"66,036,716","75,112,448","1,566",418,18,0,98,0,98,"211,603,456",0,"238,075,904",
470,"AutoMark","345,053.71",16,0,1,15,0,"66,036,936","75,112,448","1,571",418,18,0,100,0,100,"211,603,456",0,"238,075,904",
471,"AutoMark","345,565.75",19,1,1,19,0,"66,274,488","75,112,448","1,572",418,18,1,27,0,27,"209,903,616",0,"238,026,752",
472,"AutoMark","346,573.79",14,1,1,12,0,"66,274,488","75,112,448","1,572",418,18,1,4,0,4,"209,903,616",0,"238,026,752",
473,"AutoMark","347,080.83",11,0,1,12,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
474,"AutoMark","347,582.87",13,1,1,11,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
475,"AutoMark","348,584.91",6,7,0,5,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
476,"AutoMark","349,586.97",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
477,"AutoMark","350,089.00",0,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
478,"AutoMark","351,090.08",2,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
479,"AutoMark","351,604.12",11,0,2,6,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
480,"AutoMark","352,106.14",2,0,1,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
481,"AutoMark","353,107.17",3,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
482,"AutoMark","354,109.22",1,0,0,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"209,903,616",0,"238,026,752",
483,"AutoMark","354,611.27",2,0,2,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
484,"AutoMark","355,612.39",2,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
485,"AutoMark","356,614.38",5,0,2,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
486,"AutoMark","357,616.42",3,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
487,"AutoMark","358,118.46",2,1,0,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
488,"AutoMark","358,620.50",0,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
489,"AutoMark","359,122.71",4,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
490,"AutoMark","360,124.60",2,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
491,"AutoMark","361,125.64",1,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
492,"AutoMark","361,640.66",7,0,1,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
493,"AutoMark","362,642.73",3,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
494,"AutoMark","363,144.77",0,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
495,"AutoMark","363,645.81",2,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,187,392",0,"237,879,296",
496,"AutoMark","364,647.83",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
497,"AutoMark","365,648.89",2,0,1,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
498,"AutoMark","366,650.96",4,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
499,"AutoMark","367,152.99",0,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
500,"AutoMark","368,154.03",3,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
501,"AutoMark","369,156.11",4,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
502,"AutoMark","370,158.17",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
503,"AutoMark","371,160.24",1,0,1,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
504,"AutoMark","371,674.23",6,0,0,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
505,"AutoMark","372,176.32",2,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
506,"AutoMark","373,178.33",5,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
507,"AutoMark","373,680.36",6,0,2,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
508,"AutoMark","374,682.39",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
509,"AutoMark","375,684.48",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
510,"AutoMark","376,186.49",0,0,0,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,907,968",
511,"AutoMark","377,187.54",3,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
512,"AutoMark","378,189.60",2,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
513,"AutoMark","379,191.66",3,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
514,"AutoMark","379,692.71",3,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
515,"AutoMark","380,693.75",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
516,"AutoMark","381,195.79",0,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
517,"AutoMark","381,711.81",6,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
518,"AutoMark","382,713.86",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
519,"AutoMark","383,715.93",3,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
520,"AutoMark","384,217.96",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
521,"AutoMark","384,718.98",0,0,0,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
522,"AutoMark","385,220.01",4,0,0,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
523,"AutoMark","386,221.06",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
524,"AutoMark","387,223.17",4,0,1,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
525,"AutoMark","387,726.15",2,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
526,"AutoMark","388,728.21",7,0,3,4,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
527,"AutoMark","389,734.84",8,0,3,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
528,"AutoMark","390,740.31",3,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
529,"AutoMark","391,742.35",4,0,2,3,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
530,"AutoMark","392,257.39",4,0,1,0,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
531,"AutoMark","393,259.56",3,0,1,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
532,"AutoMark","394,261.59",3,0,0,1,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
533,"AutoMark","395,263.58",4,0,1,2,0,"66,274,488","75,112,448","1,572",418,18,1,0,0,0,"208,863,232",0,"237,961,216",
534,"AutoMark","395,765.64",5,0,2,5,1,"66,274,488","75,112,448","1,572",418,18,1,21,0,21,"227,676,160",0,"238,620,672",
535,"AutoMark","396,279.75",39,0,2,37,0,"66,362,908","74,514,432","1,592",419,18,22,270,3,267,"247,619,584",0,"239,550,464",
536,"AutoMark","396,794.62",60,0,1,58,0,"62,167,012","70,955,008","1,632",426,19,42,466,0,466,"242,352,128",0,"236,118,016",
537,"AutoMark","397,321.65",38,0,1,34,0,"61,574,040","71,151,616","1,665",438,20,13,263,5,257,"222,023,680",0,"235,147,264",
538,"AutoMark","397,846.78",39,0,0,39,0,"65,002,612","71,979,008","1,695",448,21,57,314,0,314,"219,435,008",0,"235,974,656",
539,"AutoMark","398,367.72",56,0,1,53,0,"64,266,128","71,987,200","1,730",463,22,15,410,2,407,"216,014,848",0,"235,679,744",
540,"AutoMark","398,902.75",37,0,2,37,0,"64,266,128","71,991,296","1,754",487,22,9,285,0,285,"212,594,688",0,"235,442,176",
541,"AutoMark","399,437.19",38,0,1,35,0,"64,298,252","71,991,296","1,777",510,22,9,280,0,280,"212,594,688",0,"235,544,576",
542,"AutoMark","399,965.29",39,1,1,38,0,"65,305,016","72,687,616","1,814",544,22,24,280,2,277,"213,303,296",0,"236,273,664",
543,"AutoMark","400,474.99",43,0,1,42,0,"68,317,384","75,685,888","1,868",598,22,26,327,0,327,"216,432,640",0,"239,337,472",
544,"AutoMark","400,993.06",43,0,1,41,0,"71,620,432","78,905,344","1,919",647,22,27,325,9,316,"219,660,288",0,"242,601,984",
545,"AutoMark","401,507.10",23,0,1,22,0,"72,315,752","79,634,432","1,930",658,22,19,69,0,69,"215,220,224",0,"242,876,416",
546,"AutoMark","402,508.99",20,3,3,17,0,"72,315,752","79,634,432","1,930",658,22,19,1,0,1,"215,228,416",0,"242,884,608",
547,"AutoMark","403,075.03",25,0,3,17,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
548,"AutoMark","403,598.01",23,3,0,24,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
549,"AutoMark","404,599.14",7,3,1,5,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
550,"AutoMark","405,601.16",5,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
551,"AutoMark","406,104.24",6,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
552,"AutoMark","407,105.26",1,0,0,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
553,"AutoMark","408,106.31",3,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
554,"AutoMark","409,108.38",3,7,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
555,"AutoMark","409,610.40",3,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
556,"AutoMark","410,611.45",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
557,"AutoMark","411,613.55",3,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
558,"AutoMark","412,615.56",1,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
559,"AutoMark","413,132.60",6,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
560,"AutoMark","414,133.68",2,0,1,0,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
561,"AutoMark","415,135.71",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
562,"AutoMark","416,137.82",3,0,0,4,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
563,"AutoMark","417,140.85",5,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
564,"AutoMark","417,642.90",10,1,3,6,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"215,228,416",0,"242,884,608",
565,"AutoMark","418,644.91",3,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
566,"AutoMark","419,646.98",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
567,"AutoMark","420,149.03",3,0,1,4,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
568,"AutoMark","421,150.10",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
569,"AutoMark","422,152.11",4,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
570,"AutoMark","423,154.19",3,0,0,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
571,"AutoMark","423,669.23",7,0,2,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
572,"AutoMark","424,671.29",4,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
