Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"System.Collections.Generic.List`1.GetEnumerator()",15,0.06,0x00A21601,580,13,580,41,
"System.Collections.Hashtable..ctor()",1,0.00,0x09821F05,247,9,247,43,
"System.Collections.Hashtable..ctor()",45,0.18,0x09821F0C,247,9,247,43,
"System.Collections.Hashtable.Add(object,object)",8,0.03,0x0982C33B,431,13,431,38,
"System.Collections.Hashtable.get_Item(object)",1,0.00,0x09821F54,650,17,650,33,
"System.Collections.Hashtable.get_Item(object)",2,0.01,0x09821F8F,664,17,664,84,
"System.Collections.Hashtable.get_Item(object)",2,0.01,0x09821F92,665,17,665,31,
"System.Collections.Hashtable.get_Item(object)",1,0.00,0x09821FA4,668,17,668,73,
"System.Collections.Hashtable.get_Item(object)",1,0.00,0x09821FB2,693,25,693,52,
"System.Collections.Hashtable.get_Item(object)",2,0.01,0x09821FB5,693,25,693,52,
"System.Collections.Hashtable.get_Item(object)",1,0.00,0x09821FC7,693,25,693,52,
"System.Collections.Hashtable.get_Item(object)",1,0.00,0x09821FE5,698,25,698,53,
"System.Collections.Hashtable.get_Item(object)",2,0.01,0x09822035,706,21,707,48,
"System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)",1,0.00,0x01268731,416,13,416,29,
"System.Collections.Hashtable.Remove(object)",1,0.00,0x0BBF8811,"1,081",17,"1,082",44,
"System.Collections.Hashtable.Remove(object)",1,0.00,0x0BBF88D2,"1,104",17,"1,104",70,
"System.Collections.Hashtable.Remove(object)",1,0.00,0x0BBF88FD,"1,105",15,"1,105",66,
"System.Collections.Hashtable.set_Item(object,object)",7,0.03,0x012682AC,722,17,722,43,
"System.Convert.ToString(object,class System.IFormatProvider)",2,0.01,0x13594413,"1,796",13,"1,796",66,
"System.Diagnostics.StackFrame..ctor(int32,bool)",1,0.00,0x13531CA7,69,9,69,10,
"System.IO.Stream.Dispose()",2,0.01,0x0982CD7B,204,9,204,10,
"System.IO.StreamReader.ReadToEnd()",2,0.01,0x0B09DD30,356,17,356,35,
"System.IO.StreamReader.ReadToEnd()",18,0.07,0x0B09DD40,358,15,358,35,
"System.IO.StreamReader.ReadToEnd()",1,0.00,0x0B09DD4F,359,13,359,34,
"System.Net.HttpWebRequest.GetResponse()",20,0.08,0x13987B6A,"2,056",17,"2,056",32,
"System.Net.WebHeaderCollection.Add(string,string)",10,0.04,0x13985264,618,13,618,48,
"System.Net.WebRequest.Create(string)",4,0.02,0x1353C8C0,209,13,209,61,
"System.Net.WebRequest.Create(string)",41,0.16,0x1353C8CA,209,13,209,61,
"System.Object..ctor()",1,0.00,0x004902F0,46,5,46,6,
"System.Reflection.Assembly.GetTypes()",4,0.02,0x133ACA78,603,17,603,50,
"System.Reflection.RuntimePropertyInfo.GetValue(object,object[])",1,0.00,0x0B0996F3,"4,062",13,"4,063",36,
"System.RuntimeType.GetCustomAttributes(class System.Type,bool)",2,0.01,0x0A1E163F,"4,725",13,"4,725",93,
"System.RuntimeType.IsDefined(class System.Type,bool)",9,0.04,0x0983A8DF,"4,740",13,"4,740",83,
"System.String.Compare(string,string,bool)",2,0.01,0x135953C0,"1,951",13,"1,951",28,
"System.String.Compare(string,string,bool)",34,0.14,0x135953D6,"1,952",17,"1,952",110,
"System.String.Compare(string,string,bool)",4,0.02,0x135953DD,"1,952",17,"1,952",110,
"System.String.Compare(string,string,bool)",7,0.03,0x135953E0,"1,952",17,"1,952",110,
"System.String.Compare(string,string,bool)",214,0.85,0x135953EF,"1,954",13,"1,954",100,
"System.String.Compare(string,string,bool)",1,0.00,0x135953F2,"1,954",13,"1,954",100,
"System.String.Concat(string,string)",1,0.00,0x0049F5D0,"3,348",13,"3,348",37,
"System.String.Concat(string,string)",1,0.00,0x0049F5D4,"3,348",13,"3,348",37,
"System.String.Concat(string,string)",1,0.00,0x0049F5E3,"3,348",13,"3,348",37,
"System.String.Concat(string,string)",1,0.00,0x0049F619,"3,355",13,"3,355",37,
"System.String.Concat(string,string)",1,0.00,0x0049F625,"3,359",13,"3,359",42,
"System.String.Concat(string,string)",1,0.00,0x0049F635,"3,361",13,"3,361",74,
"System.String.Concat(string,string)",1,0.00,0x0049F63C,"3,363",13,"3,363",55,
"System.String.Concat(string,string)",25,0.10,0x0049F642,"3,364",13,"3,364",57,
"System.String.Concat(string,string)",56,0.22,0x0049F64E,"3,366",13,"3,366",27,
"System.String.Concat(string,string)",1,0.00,0x0049F653,"3,366",13,"3,366",27,
"System.String.Concat(string,string)",2,0.01,0x0049F655,"3,366",13,"3,366",27,
"System.String.Substring(int32,int32)",1,0.00,0x00490470,"1,141",13,"1,141",75,
"System.String.Substring(int32,int32)",3,0.01,0x00490474,"1,141",13,"1,141",75,
"System.String.Substring(int32,int32)",76,0.30,0x0049047C,"1,141",13,"1,141",75,
"System.String.ToLower()",85,0.34,0x13531C3B,"2,844",13,"2,844",61,
"System.String.ToLower()",416,1.66,0x13531C44,"2,844",13,"2,844",61,
"System.SZArrayHelper.GetEnumerator()",1,0.00,0x0049860C,"2,243",13,"2,243",86,
"System.Text.Encoding.get_Default()",4,0.02,0x0B09CED0,"1,377",17,"1,377",45,
"System.Threading.Thread.get_IsAlive()",64,0.26,0x135333E0,553,19,553,42,
"System.Threading.Thread.get_IsAlive()","12,434",49.58,0x135333E5,553,19,553,42,
"System.Threading.Thread.Start()",4,0.02,0x13532E09,273,9,273,10,
"System.Threading.Timer.Change(int32,int32)",1,0.00,0x0AD291D0,389,13,389,74,
"System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)",2,0.01,0x0A32B73B,703,17,703,78,
"System.Web.HttpRequest.get_Params()",1,0.00,0x1353175C,"1,920",21,"1,920",50,
"System.Web.HttpServerVarsCollection.GetValues(string)",3,0.01,0x133DA40D,196,13,196,34,
"System.Web.UI.DataBinder.Eval(object,string)",1,0.00,0x135934C2,81,13,81,64,
"System.Web.UI.DataBinder.Eval(object,string)",7,0.03,0x135934CC,81,13,81,64,
"System.Web.UI.DataBoundLiteralControl..ctor(int32,int32)",1,0.00,0x13592CB4,82,9,82,63,
"System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)",984,3.92,0x133D326F,"3,884",5,"3,884",6,
"System.Xml.NameTable..ctor()",1,0.00,0x0126CDEE,50,13,50,23,
"System.Xml.NameTable..ctor()",8,0.03,0x0126CE03,51,13,51,41,
"System.Xml.NameTable..ctor()",11,0.04,0x0126CE10,52,13,52,56,
"System.Xml.NameTable.Get(string)",1,0.00,0x0982A8E0,138,13,138,40,
"System.Xml.NameTable.Get(string)",1,0.00,0x0982A8E4,139,13,139,39,
"System.Xml.NameTable.Get(string)",1,0.00,0x0982A8FC,141,19,141,54,
"System.Xml.NameTable.Get(string)",1,0.00,0x0982A909,142,17,142,71,
"System.Xml.NameTable.Get(string)",2,0.01,0x0982A915,142,17,142,71,
"System.Xml.Serialization.XmlSerializer..ctor(class System.Type)",8,0.03,0x13FC1688,177,9,177,67,
"System.Xml.Serialization.XmlSerializer.Deserialize(class System.Xml.XmlReader)",2,0.01,0x14524FF8,387,13,387,49,
"System.Xml.XmlDocument.Load(class System.IO.Stream)",1,0.00,0x13B4EAC9,"1,080",17,"1,080",32,
"System.Xml.XmlDocument.LoadXml(string)",8,0.03,0x0A32079F,"1,124",17,"1,124",32,
"System.Xml.XmlNameTable..ctor()",1,0.00,0x0126CE35,0,0,0,0,
"System.Xml.XmlNode.get_FirstChild()",1,0.00,0x0A32127B,161,17,161,53,
"System.Xml.XmlReader.Create(string)",1,0.00,0x133AD60A,"1,516",13,"1,516",96,
"System.Xml.XmlReader.ReadToFollowing(string)",1,0.00,0x13597DD2,855,13,855,27,
"System.Xml.XPath.XPathNavigator..ctor()",3,0.01,0x1452ABF0,0,0,0,0,
"System.Xml.XPath.XPathNavigator..ctor()",1,0.00,0x1452ABF6,0,0,0,0,
"System.Xml.XPath.XPathNavigator.Select(string)",1,0.00,0x1452AD2E,"1,000",13,"1,000",64,
"System.Xml.XPath.XPathNavigator.Select(string)",119,0.47,0x1452AD3A,"1,000",13,"1,000",64,
"ThreadNative::IsAlive(class ThreadBaseObject *)",32,0.13,0x6DE99360,776,0,776,0,
"ThreadNative::IsAlive(class ThreadBaseObject *)",75,0.30,0x6DE9936C,776,0,776,0,
"ThreadNative::IsAlive(class ThreadBaseObject *)",68,0.27,0x6DE9938B,791,0,791,0,
"Unknown Frame(s)",1,0.00,0xBAADF00D,0,0,0,0,
"WKS::GCHeap::Alloc(struct alloc_context *,unsigned int,unsigned long)",1,0.00,0x6DF45448,"25,999",0,"25,999",0,
