Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])",6,0,0.02,0.00,
"Callee","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()",1,0,0.00,0.00,
"Root","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()",1,0,0.00,0.00,
"Caller","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)",1,0,0.00,0.00,
"Callee","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()","System.Threading.Timer.Change(int32,int32)",1,1,0.00,0.00,
"Root","System.Collections.Generic.Dictionary`2..ctor()","System.Collections.Generic.Dictionary`2..ctor()",2,2,0.01,0.01,
"Caller","System.Collections.Generic.Dictionary`2..ctor()","HtmlAgilityPack.HtmlAttributeCollection..ctor(class HtmlAgilityPack.HtmlNode)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.Dictionary`2..ctor()","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)",1,1,0.00,0.00,
"Root","System.Collections.Generic.Dictionary`2.ContainsKey(!0)","System.Collections.Generic.Dictionary`2.ContainsKey(!0)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.Dictionary`2.ContainsKey(!0)","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)",1,1,0.00,0.00,
"Root","System.Collections.Generic.Dictionary`2.get_Item(!0)","System.Collections.Generic.Dictionary`2.get_Item(!0)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.Dictionary`2.get_Item(!0)","BingAnswers.Util.CosineDistance(string[],string[])",1,1,0.00,0.00,
"Root","System.Collections.Generic.Dictionary`2.GetEnumerator()","System.Collections.Generic.Dictionary`2.GetEnumerator()",1,1,0.00,0.00,
"Caller","System.Collections.Generic.Dictionary`2.GetEnumerator()","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])",1,1,0.00,0.00,
"Root","System.Collections.Generic.Dictionary`2.set_Item(!0,!1)","System.Collections.Generic.Dictionary`2.set_Item(!0,!1)",11,11,0.04,0.04,
"Caller","System.Collections.Generic.Dictionary`2.set_Item(!0,!1)","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)",11,11,0.04,0.04,
"Root","System.Collections.Generic.List`1..ctor()","System.Collections.Generic.List`1..ctor()",842,842,3.36,3.36,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",458,458,1.83,1.83,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",5,5,0.02,0.02,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.MSDNForum.ParseResponse(string)",16,16,0.06,0.06,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",294,294,1.17,1.17,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.StackOverflow.ParseResponse(string)",9,9,0.04,0.04,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",17,17,0.07,0.07,
"Caller","System.Collections.Generic.List`1..ctor()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",34,34,0.14,0.14,
"Caller","System.Collections.Generic.List`1..ctor()","HtmlAgilityPack.HtmlDocument..ctor()",9,9,0.04,0.04,
"Root","System.Collections.Generic.List`1.Add(!0)","System.Collections.Generic.List`1.Add(!0)","1,525","1,525",6.08,6.08,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",29,29,0.12,0.12,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.MSDNForum.ParseResponse(string)",98,98,0.39,0.39,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)","1,116","1,116",4.45,4.45,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.StackOverflow.ParseResponse(string)",27,27,0.11,0.11,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",99,99,0.39,0.39,
"Caller","System.Collections.Generic.List`1.Add(!0)","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",151,151,0.60,0.60,
"Caller","System.Collections.Generic.List`1.Add(!0)","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)",5,5,0.02,0.02,
"Root","System.Collections.Generic.List`1.Enumerator.Dispose()","System.Collections.Generic.List`1.Enumerator.Dispose()",60,60,0.24,0.24,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",40,40,0.16,0.16,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.MSDNForum.ParseResponse(string)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",13,13,0.05,0.05,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.Enumerator.Dispose()","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",1,1,0.00,0.00,
"Root","System.Collections.Generic.List`1.Enumerator.get_Current()","System.Collections.Generic.List`1.Enumerator.get_Current()",143,143,0.57,0.57,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",73,73,0.29,0.29,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.MSDNForum.ParseResponse(string)",4,4,0.02,0.02,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",49,49,0.20,0.20,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.StackOverflow.ParseResponse(string)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",7,7,0.03,0.03,
"Caller","System.Collections.Generic.List`1.Enumerator.get_Current()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",6,6,0.02,0.02,
"Root","System.Collections.Generic.List`1.Enumerator.MoveNext()","System.Collections.Generic.List`1.Enumerator.MoveNext()","1,840","1,840",7.34,7.34,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",936,936,3.73,3.73,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",11,11,0.04,0.04,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.MSDNForum.ParseResponse(string)",45,45,0.18,0.18,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.Quora.GetAnswer(string)",5,5,0.02,0.02,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",677,677,2.70,2.70,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.StackOverflow.ParseResponse(string)",10,10,0.04,0.04,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",59,59,0.24,0.24,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.WikiHow.GetAnswer(string)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",93,93,0.37,0.37,
"Caller","System.Collections.Generic.List`1.Enumerator.MoveNext()","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",2,2,0.01,0.01,
"Root","System.Collections.Generic.List`1.get_Count()","System.Collections.Generic.List`1.get_Count()",44,44,0.18,0.18,
"Caller","System.Collections.Generic.List`1.get_Count()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",27,27,0.11,0.11,
"Caller","System.Collections.Generic.List`1.get_Count()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",15,15,0.06,0.06,
"Caller","System.Collections.Generic.List`1.get_Count()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.List`1.get_Count()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Root","System.Collections.Generic.List`1.get_Item(int32)","System.Collections.Generic.List`1.get_Item(int32)",2,2,0.01,0.01,
"Caller","System.Collections.Generic.List`1.get_Item(int32)","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.List`1.get_Item(int32)","HtmlAgilityPack.HtmlNodeCollection.get_Item(int32)",1,1,0.00,0.00,
"Root","System.Collections.Generic.List`1.GetEnumerator()","System.Collections.Generic.List`1.GetEnumerator()","2,116","2,116",8.44,8.44,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)","1,203","1,203",4.80,4.80,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",6,6,0.02,0.02,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.MSDNForum.ParseResponse(string)",43,43,0.17,0.17,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.Quora.GetAnswer(string)",14,14,0.06,0.06,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",730,730,2.91,2.91,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.StackOverflow.ParseResponse(string)",10,10,0.04,0.04,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.WikiAnswers.GetAnswer(string)",1,1,0.00,0.00,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",59,59,0.24,0.24,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",48,48,0.19,0.19,
"Caller","System.Collections.Generic.List`1.GetEnumerator()","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()",2,2,0.01,0.01,
"Root","System.Collections.Hashtable..ctor()","System.Collections.Hashtable..ctor()",46,46,0.18,0.18,
"Caller","System.Collections.Hashtable..ctor()","HtmlAgilityPack.HtmlDocument..ctor()",46,46,0.18,0.18,
"Root","System.Collections.Hashtable.Add(object,object)","System.Collections.Hashtable.Add(object,object)",8,8,0.03,0.03,
"Caller","System.Collections.Hashtable.Add(object,object)","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)",8,8,0.03,0.03,
"Root","System.Collections.Hashtable.get_Item(object)","System.Collections.Hashtable.get_Item(object)",13,13,0.05,0.05,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",2,2,0.01,0.01,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",2,2,0.01,0.01,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",2,2,0.01,0.01,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlNode.IsCDataElement(string)",3,3,0.01,0.01,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlNode.IsClosedElement(string)",2,2,0.01,0.01,
"Caller","System.Collections.Hashtable.get_Item(object)","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)",2,2,0.01,0.01,
"Root","System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)","System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)",1,1,0.00,0.00,
"Caller","System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",1,1,0.00,0.00,
"Root","System.Collections.Hashtable.Remove(object)","System.Collections.Hashtable.Remove(object)",3,3,0.01,0.01,
"Caller","System.Collections.Hashtable.Remove(object)","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",3,3,0.01,0.01,
"Root","System.Collections.Hashtable.set_Item(object,object)","System.Collections.Hashtable.set_Item(object,object)",7,7,0.03,0.03,
"Caller","System.Collections.Hashtable.set_Item(object,object)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",1,1,0.00,0.00,
"Caller","System.Collections.Hashtable.set_Item(object,object)","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)",6,6,0.02,0.02,
"Root","System.Convert.ToString(object,class System.IFormatProvider)","System.Convert.ToString(object,class System.IFormatProvider)",2,2,0.01,0.01,
"Caller","System.Convert.ToString(object,class System.IFormatProvider)","ASP.answers_aspx.__DataBind__control3(object,class System.EventArgs)",2,2,0.01,0.01,
"Root","System.Diagnostics.StackFrame..ctor(int32,bool)","System.Diagnostics.StackFrame..ctor(int32,bool)",1,1,0.00,0.00,
"Caller","System.Diagnostics.StackFrame..ctor(int32,bool)","NLog.LogManager.GetCurrentClassLogger()",1,1,0.00,0.00,
"Root","System.IO.Stream.Dispose()","System.IO.Stream.Dispose()",2,2,0.01,0.01,
"Caller","System.IO.Stream.Dispose()","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])",2,2,0.01,0.01,
"Root","System.IO.StreamReader.ReadToEnd()","System.IO.StreamReader.ReadToEnd()",21,21,0.08,0.08,
"Caller","System.IO.StreamReader.ReadToEnd()","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)",21,21,0.08,0.08,
"Root","System.Net.HttpWebRequest.GetResponse()","System.Net.HttpWebRequest.GetResponse()",20,20,0.08,0.08,
"Caller","System.Net.HttpWebRequest.GetResponse()","BingAnswers.Util.MakeWebRequest(string)",6,6,0.02,0.02,
"Caller","System.Net.HttpWebRequest.GetResponse()","BingAnswers.Util.MakeWebRequestStream(string)",14,14,0.06,0.06,
"Root","System.Net.WebHeaderCollection.Add(string,string)","System.Net.WebHeaderCollection.Add(string,string)",10,10,0.04,0.04,
"Caller","System.Net.WebHeaderCollection.Add(string,string)","BingAnswers.Util.MakeWebRequest(string)",4,4,0.02,0.02,
"Caller","System.Net.WebHeaderCollection.Add(string,string)","BingAnswers.Util.MakeWebRequestStream(string)",6,6,0.02,0.02,
"Root","System.Net.WebRequest.Create(string)","System.Net.WebRequest.Create(string)",45,45,0.18,0.18,
"Caller","System.Net.WebRequest.Create(string)","BingAnswers.Util.MakeWebRequest(string)",18,18,0.07,0.07,
"Caller","System.Net.WebRequest.Create(string)","BingAnswers.Util.MakeWebRequestStream(string)",27,27,0.11,0.11,
"Root","System.Object..ctor()","System.Object..ctor()",1,1,0.00,0.00,
"Caller","System.Object..ctor()","HtmlAgilityPack.HtmlDocument..ctor()",1,1,0.00,0.00,
"Root","System.Reflection.Assembly.GetTypes()","System.Reflection.Assembly.GetTypes()",4,4,0.02,0.02,
"Caller","System.Reflection.Assembly.GetTypes()","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)",4,4,0.02,0.02,
"Root","System.Reflection.ConstructorInfo.Invoke(object[])","System.Reflection.ConstructorInfo.Invoke(object[])",1,0,0.00,0.00,
"Caller","System.Reflection.ConstructorInfo.Invoke(object[])","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)",1,0,0.00,0.00,
"Callee","System.Reflection.ConstructorInfo.Invoke(object[])","NLog.Targets.FileTarget..ctor()",1,0,0.00,0.00,
"Root","System.Reflection.RuntimePropertyInfo.GetValue(object,object[])","System.Reflection.RuntimePropertyInfo.GetValue(object,object[])",1,1,0.00,0.00,
"Caller","System.Reflection.RuntimePropertyInfo.GetValue(object,object[])","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",1,1,0.00,0.00,
"Root","System.RuntimeType.GetCustomAttributes(class System.Type,bool)","System.RuntimeType.GetCustomAttributes(class System.Type,bool)",2,2,0.01,0.01,
"Caller","System.RuntimeType.GetCustomAttributes(class System.Type,bool)","NLog.Config.Factory`2.RegisterType(class System.Type,string)",2,2,0.01,0.01,
"Root","System.RuntimeType.IsDefined(class System.Type,bool)","System.RuntimeType.IsDefined(class System.Type,bool)",9,9,0.04,0.04,
"Caller","System.RuntimeType.IsDefined(class System.Type,bool)","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",9,9,0.04,0.04,
"Root","System.String.Compare(string,string,bool)","System.String.Compare(string,string,bool)",262,262,1.04,1.04,
"Caller","System.String.Compare(string,string,bool)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)",1,1,0.00,0.00,
"Caller","System.String.Compare(string,string,bool)","HtmlAgilityPack.HtmlDocument.Parse()",261,261,1.04,1.04,
"Root","System.String.Concat(string,string)","System.String.Concat(string,string)",91,91,0.36,0.36,
"Caller","System.String.Concat(string,string)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)",2,2,0.01,0.01,
"Caller","System.String.Concat(string,string)","HtmlAgilityPack.HtmlDocument.Parse()",89,89,0.35,0.35,
"Root","System.String.Substring(int32,int32)","System.String.Substring(int32,int32)",80,80,0.32,0.32,
"Caller","System.String.Substring(int32,int32)","HtmlAgilityPack.HtmlAttribute.get_Value()",1,1,0.00,0.00,
"Caller","System.String.Substring(int32,int32)","HtmlAgilityPack.HtmlDocument.CurrentNodeName()",1,1,0.00,0.00,
"Caller","System.String.Substring(int32,int32)","HtmlAgilityPack.HtmlDocument.Parse()",76,76,0.30,0.30,
"Caller","System.String.Substring(int32,int32)","HtmlAgilityPack.HtmlNode.get_Name()",1,1,0.00,0.00,
"Caller","System.String.Substring(int32,int32)","HtmlAgilityPack.HtmlNode.get_OuterHtml()",1,1,0.00,0.00,
"Root","System.String.ToLower()","System.String.ToLower()",501,501,2.00,2.00,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlAttribute.get_Name()",23,23,0.09,0.09,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)",15,15,0.06,0.06,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)",9,9,0.04,0.04,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlNode.get_Name()",437,437,1.74,1.74,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlNode.IsCDataElement(string)",4,4,0.02,0.02,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlNode.IsClosedElement(string)",8,8,0.03,0.03,
"Caller","System.String.ToLower()","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)",5,5,0.02,0.02,
"Root","System.SZArrayHelper.GetEnumerator()","System.SZArrayHelper.GetEnumerator()",1,1,0.00,0.00,
"Caller","System.SZArrayHelper.GetEnumerator()","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",1,1,0.00,0.00,
"Root","System.Text.Encoding.get_Default()","System.Text.Encoding.get_Default()",4,4,0.02,0.02,
"Caller","System.Text.Encoding.get_Default()","HtmlAgilityPack.HtmlDocument..ctor()",4,4,0.02,0.02,
"Root","System.Threading.Thread.get_IsAlive()","System.Threading.Thread.get_IsAlive()","12,498","12,498",49.83,49.83,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)","5,914","5,914",23.58,23.58,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",70,70,0.28,0.28,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.MSDNForum.ParseResponse(string)",307,307,1.22,1.22,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)","5,217","5,217",20.80,20.80,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.StackOverflow.ParseResponse(string)",69,69,0.28,0.28,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",331,331,1.32,1.32,
"Caller","System.Threading.Thread.get_IsAlive()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",590,590,2.35,2.35,
"Root","System.Threading.Thread.Start()","System.Threading.Thread.Start()",4,4,0.02,0.02,
"Caller","System.Threading.Thread.Start()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",1,1,0.00,0.00,
"Caller","System.Threading.Thread.Start()","BingAnswers.MSDNForum.ParseResponse(string)",1,1,0.00,0.00,
"Caller","System.Threading.Thread.Start()","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Threading.Thread.Start()","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Root","System.Threading.Timer.Change(int32,int32)","System.Threading.Timer.Change(int32,int32)",1,1,0.00,0.00,
"Caller","System.Threading.Timer.Change(int32,int32)","NLog.Targets.Wrappers.AsyncTargetWrapper.StartLazyWriterTimer()",1,1,0.00,0.00,
"Root","System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)","System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)",2,2,0.01,0.01,
"Caller","System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)",2,2,0.01,0.01,
"Root","System.Web.HttpRequest.get_Params()","System.Web.HttpRequest.get_Params()",1,1,0.00,0.00,
"Caller","System.Web.HttpRequest.get_Params()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",1,1,0.00,0.00,
"Root","System.Web.HttpServerVarsCollection.GetValues(string)","System.Web.HttpServerVarsCollection.GetValues(string)",3,3,0.01,0.01,
"Caller","System.Web.HttpServerVarsCollection.GetValues(string)","BingAnswers._Default.Page_Load(object,class System.EventArgs)",2,2,0.01,0.01,
"Caller","System.Web.HttpServerVarsCollection.GetValues(string)","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",1,1,0.00,0.00,
"Root","System.Web.UI.Control.DataBind()","System.Web.UI.Control.DataBind()",1,0,0.00,0.00,
"Caller","System.Web.UI.Control.DataBind()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",1,0,0.00,0.00,
"Callee","System.Web.UI.Control.DataBind()","ASP.answers_aspx.__DataBind__control3(object,class System.EventArgs)",1,0,0.00,0.00,
"Root","System.Web.UI.DataBinder.Eval(object,string)","System.Web.UI.DataBinder.Eval(object,string)",8,8,0.03,0.03,
"Caller","System.Web.UI.DataBinder.Eval(object,string)","ASP.answers_aspx.__DataBind__control3(object,class System.EventArgs)",8,8,0.03,0.03,
"Root","System.Web.UI.DataBoundLiteralControl..ctor(int32,int32)","System.Web.UI.DataBoundLiteralControl..ctor(int32,int32)",1,1,0.00,0.00,
"Caller","System.Web.UI.DataBoundLiteralControl..ctor(int32,int32)","ASP.answers_aspx.__BuildControl__control3()",1,1,0.00,0.00,
"Root","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","10,636",984,42.41,3.92,
"Caller","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","ASP.answers_aspx.ProcessRequest(class System.Web.HttpContext)","10,627",977,42.37,3.90,
"Caller","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","ASP.default_aspx.ProcessRequest(class System.Web.HttpContext)",9,7,0.04,0.03,
"Callee","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","BingAnswers._Default.Page_Load(object,class System.EventArgs)",2,0,0.01,0.00,
"Callee","System.Web.UI.Page.ProcessRequest(class System.Web.HttpContext)","BingAnswers.Answers.Page_Load(object,class System.EventArgs)","9,650",976,38.48,3.89,
"Root","System.Web.UI.WebControls.Repeater.DataBind()","System.Web.UI.WebControls.Repeater.DataBind()",11,0,0.04,0.00,
"Caller","System.Web.UI.WebControls.Repeater.DataBind()","BingAnswers.Answers.Page_Load(object,class System.EventArgs)",11,0,0.04,0.00,
"Callee","System.Web.UI.WebControls.Repeater.DataBind()","ASP.answers_aspx.__BuildControl__control2(class System.Web.UI.Control)",1,0,0.00,0.00,
"Callee","System.Web.UI.WebControls.Repeater.DataBind()","ASP.answers_aspx.__DataBind__control3(object,class System.EventArgs)",10,1,0.04,0.00,
"Root","System.Xml.NameTable..ctor()","System.Xml.NameTable..ctor()",20,20,0.08,0.08,
"Caller","System.Xml.NameTable..ctor()","HtmlAgilityPack.HtmlNameTable..ctor()",20,20,0.08,0.08,
"Root","System.Xml.NameTable.Get(string)","System.Xml.NameTable.Get(string)",6,6,0.02,0.02,
"Caller","System.Xml.NameTable.Get(string)","HtmlAgilityPack.HtmlNameTable.Get(string)",6,6,0.02,0.02,
"Root","System.Xml.Serialization.XmlSerializer..ctor(class System.Type)","System.Xml.Serialization.XmlSerializer..ctor(class System.Type)",8,8,0.03,0.03,
"Caller","System.Xml.Serialization.XmlSerializer..ctor(class System.Type)","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",5,5,0.02,0.02,
"Caller","System.Xml.Serialization.XmlSerializer..ctor(class System.Type)","BingAnswers.WikiAnswers.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Xml.Serialization.XmlSerializer..ctor(class System.Type)","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",2,2,0.01,0.01,
"Root","System.Xml.Serialization.XmlSerializer.Deserialize(class System.Xml.XmlReader)","System.Xml.Serialization.XmlSerializer.Deserialize(class System.Xml.XmlReader)",2,2,0.01,0.01,
